taxon	domain	phylum	class	n_samples	n_cores	total_reads	pct_damaged	has_kegg	genome_id	functional_group	display_category	ecological_role	signal_source	tea_primary	guild_tier	confidence_score	assignment_rule_id	kegg_state	group_completeness	modules_scored	module_completeness_detail	markers_detected	marker_gene_names	key_reference	doi	virus_role
S__GCA_002505325.1	d__Archaea	p__Thermoplasmatota	c__Poseidoniia	94	5	17697	100	TRUE	GCA_002505325.1	Pelagic_heterotroph_MGII	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_MGII						GTDB c__Poseidoniia	Rinke et al. 2019 ISME J; Zhang et al. 2015 Front Microbiol	10.1038/s41396-018-0282-y; 10.3389/fmicb.2015.01108	
S__GCA_004195715.1	d__Archaea	p__Thermoplasmatota	c__Poseidoniia	348	5	208883	100	TRUE	GCA_004195715.1	Pelagic_heterotroph_MGII	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_MGII						GTDB c__Poseidoniia	Rinke et al. 2019 ISME J; Zhang et al. 2015 Front Microbiol	10.1038/s41396-018-0282-y; 10.3389/fmicb.2015.01108	
S__GCA_014240285.1	d__Archaea	p__Thermoplasmatota	c__Poseidoniia	112	5	20648	100	TRUE	GCA_014240285.1	Pelagic_heterotroph_MGII	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_MGII						GTDB c__Poseidoniia	Rinke et al. 2019 ISME J; Zhang et al. 2015 Front Microbiol	10.1038/s41396-018-0282-y; 10.3389/fmicb.2015.01108	
S__3300026212_19	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	24	4	6939	100	TRUE	3300026212_19	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_AOA						amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	
S__GCA_008974855.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	510	5	4576428	100	TRUE	GCA_008974855.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.895	KEGG_AOA_AMO	present	0.5	M00528	M00528:0.5	K10944	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	
S__GCA_016276965.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	450	5	1556076	100	TRUE	GCA_016276965.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_AOA						amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	
S__GCA_011055585.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	469	5	9331334	100	TRUE	GCA_011055585.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_AOA						amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	
S__GCA_016838795.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	436	5	3295789	100	TRUE	GCA_016838795.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.895	KEGG_AOA_AMO	present	0.5	M00528	M00528:0.5	K10944	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	
S__GCA_016838845.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	467	5	7811028	100	TRUE	GCA_016838845.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.895	KEGG_AOA_AMO	present	0.5	M00528	M00528:0.5	K10944	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	
S__3300024058_22	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	470	5	903779	100	TRUE	3300024058_22	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.895	KEGG_AOA_AMO	present	0.5	M00528	M00528:0.5	K10944	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	
S__3300024431_52	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	387	5	905480	100	TRUE	3300024431_52	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.895	KEGG_AOA_AMO	present	0.5	M00528	M00528:0.5	K10944	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	
S__GCA_016838825.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	375	5	841098	100	TRUE	GCA_016838825.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.895	KEGG_AOA_AMO	present	0.5	M00528	M00528:0.5	K10944	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	
S__GCA_000402075.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	369	5	394168	100	TRUE	GCA_000402075.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.895	KEGG_AOA_AMO	present	0.5	M00528	M00528:0.5	K10944	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	
S__GCA_014384145.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	192	5	71963	100	TRUE	GCA_014384145.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_AOA						amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	
S__GCA_013390375.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	194	5	83859	100	TRUE	GCA_013390375.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.895	KEGG_AOA_AMO	present	0.5	M00528	M00528:0.5	K10944	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	
S__GCA_013390745.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	284	5	142081	100	TRUE	GCA_013390745.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.895	KEGG_AOA_AMO	present	0.5	M00528	M00528:0.5	K10944	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	
S__GCA_013390785.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	282	5	95170	100	TRUE	GCA_013390785.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.895	KEGG_AOA_AMO	present	0.5	M00528	M00528:0.5	K10944	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	
S__GCA_018657705.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	153	5	49795	100	TRUE	GCA_018657705.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.895	KEGG_AOA_AMO	present	0.5	M00528	M00528:0.5	K10944	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	
S__GCA_018656365.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	308	5	149249	100	TRUE	GCA_018656365.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_AOA						amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	
S__GCA_018697615.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	28	5	4392	100	TRUE	GCA_018697615.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_AOA						amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	
S__3300026254_18	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	30	5	5394	100	TRUE	3300026254_18	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_AOA						amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	
S__GCF_013407165.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	453	5	610182	100	TRUE	GCF_013407165.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.895	KEGG_AOA_AMO	present	0.5	M00528	M00528:0.5	K10944	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	
S__GCA_001437625.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	509	5	1346852	100	TRUE	GCA_001437625.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.895	KEGG_AOA_AMO	present	0.5	M00528	M00528:0.5	K10944	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	
S__3300026264_34	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	487	5	2981338	100	TRUE	3300026264_34	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.895	KEGG_AOA_AMO	present	0.5	M00528	M00528:0.5	K10944	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	
S__GCA_001543015.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	463	5	5205072	100	TRUE	GCA_001543015.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.895	KEGG_AOA_AMO	present	0.5	M00528	M00528:0.5	K10944	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	
S__3300027685_58	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	85	5	62919	100	TRUE	3300027685_58	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_AOA						amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	
S__GCA_002317795.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	412	5	1004599	100	TRUE	GCA_002317795.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.895	KEGG_AOA_AMO	present	0.5	M00528	M00528:0.5	K10944	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	
S__GCA_013203245.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	452	5	599228	100	TRUE	GCA_013203245.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:0;W00008:0.33;W00010:1;W00011:0.25		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_013215285.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	501	5	2733650	100	TRUE	GCA_013215285.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.895	KEGG_AOA_AMO	present	0.5	M00528	M00528:0.5	K10944	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	
S__GCA_013390475.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	526	5	3264169	100	TRUE	GCA_013390475.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.895	KEGG_AOA_AMO	present	0.5	M00528	M00528:0.5	K10944	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	
S__GCA_013911135.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	524	5	7123614	100	TRUE	GCA_013911135.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.895	KEGG_AOA_AMO	present	0.5	M00528	M00528:0.5	K10944	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	
S__GCA_014384445.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	403	5	262738	100	TRUE	GCA_014384445.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_AOA						amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	
S__GCA_018657375.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	248	5	72199	100	TRUE	GCA_018657375.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_AOA						amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	
S__GCA_902514095.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	382	5	278791	100	TRUE	GCA_902514095.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.895	KEGG_AOA_AMO	present	0.5	M00528	M00528:0.5	K10944	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	
S__GCA_905612275.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	448	5	584716	100	TRUE	GCA_905612275.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.895	KEGG_AOA_AMO	present	0.5	M00528	M00528:0.5	K10944	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	
S__GCA_905612295.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	496	5	2434889	100	TRUE	GCA_905612295.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.895	KEGG_AOA_AMO	present	0.5	M00528	M00528:0.5	K10944	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	
S__GCA_905612485.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	413	5	235622	100	TRUE	GCA_905612485.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_AOA						amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	
S__GCA_905612455.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	467	5	1412602	100	TRUE	GCA_905612455.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.895	KEGG_AOA_AMO	present	0.5	M00528	M00528:0.5	K10944	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	
S__3300025690_38	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	412	5	203310	100	TRUE	3300025690_38	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.895	KEGG_AOA_AMO	present	0.5	M00528	M00528:0.5	K10944	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	
S__GCA_014523485.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	133	5	179349	100	TRUE	GCA_014523485.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_AOA						amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	
S__3300025792_6	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	137	5	165506	100	TRUE	3300025792_6	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_AOA						amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	
S__3300027844_103	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	127	5	44520	100	TRUE	3300027844_103	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_AOA						amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	
S__3300027847_31	d__Bacteria	p__AABM5-125-24	c__AABM5-125-24	13	4	3469	100	TRUE	3300027847_31	Unknown	Other	Unknown	uncertain	Unknown	Tier3_unknown	0.1										
S__GCA_004356015.1	d__Bacteria	p__Acidobacteriota	c__Mor1	202	5	83000	100	TRUE	GCA_004356015.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:1;W00011:0.5		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__3300026253_28	d__Bacteria	p__Acidobacteriota	c__UBA6911	519	5	2543907	100	TRUE	3300026253_28	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.67;W00010:0;W00011:0.38		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__3300024431_6	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	281	5	155534	100	TRUE	3300024431_6	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:0.33;W00008:1;W00010:0;W00011:0.62		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_004356105.1	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	398	5	998931	100	TRUE	GCA_004356105.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:0.67;W00008:1;W00010:0;W00011:0.75		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_009694735.1	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	24	5	4134	100	TRUE	GCA_009694735.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:1;W00010:1;W00011:0.5		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_003509065.1	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	99	5	21835	100	TRUE	GCA_003509065.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.67;W00010:0;W00011:0.5		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_012963185.1	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	53	5	10423	100	TRUE	GCA_012963185.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:1;W00010:0;W00011:0.5		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__3300020389_18	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	164	5	45435	100	TRUE	3300020389_18	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:1;W00010:0;W00011:0.38		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_002726085.1	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	251	5	142202	100	TRUE	GCA_002726085.1	Denitrification	N-loss	Denitrifier	particle_associated	NO3-	Tier1_kegg_present	0.9425	KEGG_DENIT	present	0.75	M00530	M00530:0.75	K00368	nirK/nirS (K00368/K15864)	Zumft 1997 Microbiol Mol Biol Rev	10.1128/MMBR.61.4.533-616.1997	
S__GCA_015659035.1	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	497	5	1222976	100	TRUE	GCA_015659035.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:0.75;W00008:1;W00010:0;W00011:0.5		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_002712885.1	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	384	5	286816	100	TRUE	GCA_002712885.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.67;W00010:0;W00011:0.38		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_013204455.1	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	17	3	2423	100	TRUE	GCA_013204455.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:0.67;W00008:0.33;W00010:1;W00011:0.5		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_905182555.1	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	198	5	60958	100	TRUE	GCA_905182555.1	Core_heterotrophy	Heterotrophs	Heterotroph_general	uncertain	O2	Tier2_taxonomy_broad	0.7	GTDB_CORE_HET						TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__TARA_ARC_108_MAG_00159	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	112	5	36107	100	TRUE	TARA_ARC_108_MAG_00159	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:0.33;W00008:0.33;W00010:1;W00011:0.62		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__3300027832_31	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	122	5	28158	100	TRUE	3300027832_31	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:0.67;W00008:0.33;W00010:1;W00011:0.62		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__3300026091_10	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	31	5	8202	100	TRUE	3300026091_10	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:0.67;W00008:0.33;W00010:1;W00011:0.62		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__3300027700_13	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	348	5	251674	100	TRUE	3300027700_13	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:0.67;W00008:0.33;W00010:1;W00011:0.88		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__3300027685_19	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	26	5	3718	100	TRUE	3300027685_19	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:0.67;W00008:0.33;W00010:1;W00011:0.88		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__3300006083_2	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	57	5	28262	100	TRUE	3300006083_2	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:0.67;W00008:0.33;W00010:1;W00011:0.88		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__3300025243_6	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	284	5	257232	100	TRUE	3300025243_6	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:0.67;W00008:0.33;W00010:1;W00011:0.88		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__3300026264_14	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	66	5	31131	100	TRUE	3300026264_14	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:0.33;W00008:0;W00010:1;W00011:0.88		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_012961035.1	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	244	5	192840	100	TRUE	GCA_012961035.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:0.67;W00008:0.33;W00010:1;W00011:0.88		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_018661385.1	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	288	5	174603	100	TRUE	GCA_018661385.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:1;W00011:0.88		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__TARA_ARC_108_MAG_00021	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	479	5	1256797	100	TRUE	TARA_ARC_108_MAG_00021	Core_heterotrophy	Heterotrophs	Heterotroph_general	uncertain	O2	Tier2_taxonomy_broad	0.7	GTDB_CORE_HET						TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__3300020243_4	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	227	5	68228	100	TRUE	3300020243_4	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:0.33;W00008:0.33;W00010:1;W00011:0.88		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__3300026262_8	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	162	5	39291	100	TRUE	3300026262_8	Core_heterotrophy	Heterotrophs	Heterotroph_general	uncertain	O2	Tier2_taxonomy_broad	0.7	GTDB_CORE_HET						TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_905479685.1	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	61	5	12809	100	TRUE	GCA_905479685.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:1;W00011:0.75		TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__3300020444_12	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	303	5	245286	100	TRUE	3300020444_12	Core_heterotrophy	Heterotrophs	Heterotroph_general	uncertain	O2	Tier2_taxonomy_broad	0.7	GTDB_CORE_HET						TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__GCA_002331465.1	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	132	5	62936	100	TRUE	GCA_002331465.1	Core_heterotrophy	Heterotrophs	Heterotroph_general	uncertain	O2	Tier2_taxonomy_broad	0.7	GTDB_CORE_HET						TCA cycle + glycolysis	Universal heterotrophic metabolism		
S__3300027844_39	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	34	5	6972	100	TRUE	3300027844_39	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:0.67;W00008:0.33;W00010:1;W00011:0.62		TCA cycle + glycolysis	Universal heterotrophic metabolism		
